tipo_inmueble,finalidad,estado_inmueble,ubicacion_principal,ubicacion_asociada,area,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error
Casa,venta,Usado,"La pradera, Duitama, Boyaca",La pradera,350.00  m2 m²,5,5,$1.390.000.000,3,menor a 1 año,5 Habs.,,"Magnífica casa Moderna,  Nueva, Lujosa, Semi Campestre, en Condominio,  lote de 1230 mts,  con Zona BBQ, Estufa Leña, Asador, Espacio Hamacas,  Zona de Lavado, Zona Secado,  Amplia Sala Comedor con Chimenea a Gas Natural,  Cocina Integral con Lavavajillas,  Árboles Frutales, Huerta, Zonas Verdes, Kiosko, Vías Adoquinadas, Sendero Ecológico,  a sólo 10 minutos del Centro,  rodeada de Naturaleza,",,10043465,OVEIMAR,https://www.fincaraiz.com.co/casa-en-venta/10043465,,
Casa,venta,Usado,"La perla, Duitama, Boyaca",La perla,210.00  m2 m²,4,3,$440.000.000,3,menor a 1 año,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cocina Integral, , Cocina tipo Americano, , Estudio, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol","¡Descubre esta espectacular casa de 3 niveles en venta! En el primer piso, encontrarás una acogedora sala, un amplio comedor y una moderna cocina tipo americano, equipada con los mejores electrodomésticos y acabados de alta calidad. Además, cuenta con un práctico patio de ropas, un garaje con puerta electrónica para tu comodidad y seguridad, y un baño social para tus visitas.",,10861310,Rafael EduardoCubides R,https://www.fincaraiz.com.co/casa-en-venta/10861310,,
Lote,venta,Usado,"Los alpes, Duitama, Boyaca","Los alpes, Camilo torres, Simon bolivar",¡Pregúntale! m²,¡Pregúntale!,¡Pregúntale!,$350.000.000,2,9 a 15 años,Ubicación,,espectacular lote esquinero en la ciudad de duitama 370 metros cuadrados.escritura pública impuestos al día.inf3108165080,,10440821,andres felipe,https://www.fincaraiz.com.co/lote-en-venta/10440821,,
Casa,venta,Usado,"Tocogua, Duitama, Boyaca","Las lajas, La alameda, Tocogua",151.00  m2 m²,4,3,$575.000.000,2,menor a 1 año,4 Habs.,,Se venden espectaculares casas tipo campestre junto a la atracción turística mas hermosa del departamento. El pueblito Boyacense.,,10432085,JimenaCepeda,https://www.fincaraiz.com.co/casa-en-venta/10432085,,
Lote,venta,Usado,"Centro, Duitama, Boyaca",Centro,"1,171,600.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$5.908.000.000,3,16 a 30 años,,", Alcantarillado, , Cerca centro comercial, , Seguridad, , Servicios Públicos, , Trans. Público cercano, , Zona Comercial, , Árboles frutales, , Área Rural, Descripción, Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423, Código Fincaraíz:, 191285361, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423",,191285361,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191285361,,
Casa,venta,Usado,"Duitama, Boyaca",Camilo torres,160.00  m2 m²,4,4,$350.000.000,3,1 a 8 años,4 Habs.,", Acceso Pavimentado, , Asador, , Balcón, , Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , En conjunto cerrado, , Estudio, , Garaje(s), , Parques cercanos, , Piso en Baldosa /  Mármol, , Terraza","Código: 898FR9031 Excelente oportunidad de adquirir casa nueva en un conjunto cerrado de la ciudad de Duitama con fácil acceso de transporte público; cerca de la iglesia San Cayetano y colegios, la casa consta de cuatro alcobas con closet, la habitación principal con vestier y baño privado, tres baños sociales, zona de estudio, sala de estar, amplia terraza cubierta, cocina integral, sala-comedor, amplio patio de ropa y garaje.",Código Fincaraíz:,192273085,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-duitama/192273085,,
Lote,venta,Usado,"Centro, Duitama, Boyaca","Centro, Americas, Candido quintero","1,024.00  m2 m²",¡Pregúntale!,¡Pregúntale!,$1.003.520.000,3,más de 30 años,,", Cerca a sector comercial, , Cómodas vias de acceso, , Dotado, , Servicios Públicos, , Trans. Público cercano, , Zona Residencial, Descripción, Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191, Código Fincaraíz:, 191297743, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191",,191297743,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191297743,,
Lote,venta,Usado,"Duitama, Boyaca","Laureles, San fernando parte alta, San fernando",560.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$220.000.000,2,1 a 8 años,,,"Venta de Lote en Duitama, Barrio San Fernando: Ideal para Desarrollo",,191273490,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273490,,
Casa,venta,Usado,"Libertador, Duitama, Boyaca",Libertador,300.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$320.000.000,2,menor a 1 año,,,"Lote de 15 metros de frente por 20 metros de fondo, se podría iniciar dos Proyectos dividir en dos para construir dos Casas cada una con area de 150 metros de terreno y el otro proyecto se puede hacer un edificio hasta de 8 pisos de varios Tamaño de area de apto, el suelo es rocosos lo que ayuda que la estructura sea muy buena para construir le proyecto de sus sueños",,192140786,Alejandro,https://www.fincaraiz.com.co/lote-en-venta/192140786,,
Casa,venta,Usado,"La parroquia, Duitama, Boyaca","La parroquia, Las delicias",235.00  m2 m²,3,4,$850.000.000,4,1 a 8 años,,,"Espectacular casa quinta de arquitecto,235 mts área const-570 mts total.Conjunto PH LA ISABELLA (casa1),rodeada de naturaleza, con vista a través de los vitrales de la segunda planta a un espectacular paisaje! Casa totalmente moderna con terminaciones de enchapes,sanitarios, laminados y cerámicas de Decorceramica , todo traído de Bogota.Cuenta con cancha de mini squash-jacuzzi para estrenar, en la zona del barbuquiu. Con espacio para gimnasio interno de dos maquinas en la primer planta ,cuenta con sala a doble altura-cimenea en mármol -comedor -cocina americana-zona de lavandería y habitación principal del primer piso y baño principal.En la segunda planta dos habitaciones terminadas con sus baños modernos con salida a balcón- sala estudio con monitor de cámaras del circuito de tv-sala de tv.Tiene como atractivo un puente en IP con piso de madera que comunica dos espacios del segundo nivel-escaleras arquitectónicas en madera y ventanales con cortinas eléctricas y lo más atractivo el techo en madera totalmente hermoso y de alto acabado.En la zona de parqueadero con portón eléctrico para estrenar, dos vehículos cubiertos y 4 descubiertos, cuenta con cuartos de calentador a gas ,bombas y depósito. La fachada frontal del predio en hermosa piedra tapizada.Sistema eléctrico Bifásico a 220 voltios, gas natural,internet,servicio de recolección de basuras,pozo séptico. Algo novedoso!es su sistema de reciclaje aguas lluvias y lavanderia 3.000 litros reutilizables-5.500 potables.",,192143324,mauricio López,https://www.fincaraiz.com.co/casa-campestre-en-venta/192143324,,
Lote,venta,Usado,"Duitama, Boyaca",La laguna,10.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$270.000.000,3,1 a 8 años,10,", Área Rural, Descripción, Ubicado en un encantador valle rodeado de naturaleza y paisajes únicos, este hermoso terreno de 1310 m² ofrece la tranquilidad de vivir en el campo con todas las comodidades modernas.","Ubicado en un encantador valle rodeado de naturaleza y paisajes únicos, este hermoso terreno de 1310 m² ofrece la tranquilidad de vivir en el campo con todas las comodidades modernas.",,192276794,LIBIA SANA NINO,https://www.fincaraiz.com.co/lote-en-venta/192276794,,
Casa,venta,Usado,"Libertador, Duitama, Boyaca","Libertador, La gruta",78.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$45.000.000,2,menor a 1 año,,", Cerca a sector comercial, , Área Urbana, Descripción, Vendo permuto Fabulosos lotes de 6x12, Rincón del Cargua, desde 48 millones. Otro Esquinero de 82 mts, vale 57 millones. También vendo lote Urbano Esquinero de 142m2 vale 125 . Otro Camara Comercio vale 150M, Otro San Diego 190m2 val 150M. Otro Camilo Torres de 267.08m2, vale 200M Otro Semi urbano con bases, 200m2  vale 55M. Otro Rural de 3.700 m2 Vereda Quebrada Becerras , vale 180M. Todos al día en papeles y listos para construir, precios negociables. Otros para cabañas y rurales. Casa Lote en la Parroquia 145M. Otra Colombia 300M lote 1.000m2. Otra Urbana construible Manzanares  165m2 vale 265M., Código Fincaraíz:, 10014195, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Vendo permuto Fabulosos lotes de 6x12, Rincón del Cargua, desde 48 millones. Otro Esquinero de 82 mts, vale 57 millones. También vendo lote Urbano Esquinero de 142m2 vale 125 . Otro Camara Comercio vale 150M, Otro San Diego 190m2 val 150M. Otro Camilo Torres de 267.08m2, vale 200M Otro Semi urbano con bases, 200m2  vale 55M. Otro Rural de 3.700 m2 Vereda Quebrada Becerras , vale 180M. Todos al día en papeles y listos para construir, precios negociables. Otros para cabañas y rurales. Casa Lote en la Parroquia 145M. Otra Colombia 300M lote 1.000m2. Otra Urbana construible Manzanares  165m2 vale 265M.",,10014195,Oveimar,https://www.fincaraiz.com.co/lote-en-venta/10014195,,
Lote,venta,Usado,"Centro, Duitama, Boyaca",Centro,1.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$295.000.000,1,menor a 1 año,,,hermoso lote vereda la trinidad Duitama  2900m2 cerca al parque principal. Linda con el río. informe 3203434416,,10836494,amparo ardila,https://www.fincaraiz.com.co/lote-en-venta/10836494,,
Apartamento,venta,Usado,"Los alpes, Duitama, Boyaca","Los alpes, Camilo torres",61.00  m2 m²,3,2,$118.000.000,2,9 a 15 años,3 Habs.,,"Vendo Apto 3 alcobas 2 baños sala comedor cocina integral piso 5, conjunto Robledales 1. Otro piso 1, 3 alcobas baño  sala comedor Robledales 2, vale 120. Otro piso 3 con terraza privada UPTC 130 millon. Otros Nuevos Progreso piso 4 y 5 con garaje 180 millon. Otro cerca Innovo Nuevo con garaje terraza y depósito,  210 millones, o en Obra Blanca 165 millones. Otro Simón Bolivar piso 1 de 70 mts conjunto vale 145 mill. Otros Nuevos Ese Tundama 230 Mill con garaje.  Otro Duplex 2 alcobas, seminuevo Américas,  149 Mill. Otros Nuevos Las Lajas piso 4 y 5, con garaje, depósito,  terraza valor 220 millones.",,10014247,OVEIMAR,https://www.fincaraiz.com.co/apartamento-en-venta/10014247,,
Apartamento,venta,Usado,"La perla, Duitama, Boyaca","La perla, Los alpes, Simon bolivar",58.00  m2 m²,3,2,$120.000.000.000,2,menor a 1 año,,,"Apartamento buenos acabados, conjunto Robledales 1, piso 2  servicios de vigilancia y aseo,  Otro Remodelado piso 2, vale 135M, Otro piso 2 acabados normales vale 120M. Otro Piso 2 usado 115M. Otro Piso 4 con Garaje, terraza pequeña, Progreso Alto, vale 175 Mills, Otro Piso 1, Esquinero Garaje o Bodega 90 mts cerca a Suserviboy 195 Mills, también en Obra Blanca con garaje y depósito,  sector Ese Tundama,  piso 3, vale 165 millones,  se recibe permuta.  Otro piso 4 Centro, no garaje, piso 4, vale 215 Mills.  Otro DUPLEX Seminario,  no garaje, 160 Mills, Nuevos en Camilo Torres, con Terraza privada 32m2. Otro Esquinero con garaje y deposito 180M.  Trámites con Caja Honor, asesoría para tramitar subsidio Caja Honor.",,10124141,Oveimar,https://www.fincaraiz.com.co/apartamento-en-venta/10124141,,
Apartamento,venta,Usado,"Duitama, Boyaca","Libertador, Manzanares",72.00  m2 m²,3,2,$243.000.000,3,1 a 8 años,3 Habs.,,3 habitaciones con clóset 2 baños cocina integral patio de ropas salón social balcón ascensor garage cubierto,,191063526,Leislly,https://www.fincaraiz.com.co/apartamento-en-venta/191063526,,
Casa,venta,Usado,"Surba y bonza, Duitama, Boyaca","Surba y bonza, San lorenzo de abajo, San lorenzo de arriba",530.00  m2 m²,4,5,$2.300.000.000,4,1 a 8 años,4 Habs.,", Amoblado, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cancha de Tennis, , Garaje(s), , Hall de Alcobas, , Instalación de gas, , Jardín, , Parqueadero Visitantes, , Patio","Exclusiva propiedad en venta ubicada en condominio en Duitama, el cual cuenta con cancha de tenis, oratorio, parque infantil, cancha de baloncesto, portería, vigilancia 24 horas, amplias zonas verdes.",,10871117,Luis Diego Parra Mariño,https://www.fincaraiz.com.co/casa-en-venta/10871117,,
Apartamento,venta,Usado,"La parroquia, Duitama, Boyaca","La parroquia, Las delicias",125.00  m2 m²,3,2,$300.000.000,1,1 a 8 años,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cocina Integral, , Estudio, , Garaje(s), , Instalación de gas, , Vista panorámica, , Zona Campestre, , Zona de lavandería, , Zonas Verdes, Descripción, Apartamento  Venta en Duitama., Moderno apartamento de 118 m² en Duitama, + parqueadero privado cubierto, totalmente independiente. Vista increíble de la ciudad y gran iluminación., Características:, Cocina Integral con Equipamiento Completo: Cuenta con estufa de gas de cinco puestos, extractor, y amplio espacio de almacenamiento., Dos Baños Completos: Uno ubicado en la alcoba principal y otro en la sala-comedor, ambos con agua caliente., Tres Alcobas amplias y closet´s con excelente capacidad de almacenamiento y ventanas que proporcionan vistas impresionantes a las montañas y excelente iluminación., Barrio las Delicias, Servicios Estrato 1, ambiente campestre., Código Fincaraíz:, 10872071, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",Apartamento  Venta en Duitama.,,10872071,Julio Martinez,https://www.fincaraiz.com.co/apartamento-en-venta/10872071,,
Lote,venta,Usado,"La perla, Duitama, Boyaca","La perla, Bochica, La esperanza",394.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$495.000.000,1,1 a 8 años,,,"Excelente oportunidad, venta de lote de 394mts2 cerca a la universidad Antonio Nariño y el hospital regional.",,10853743,Daniel Alvarado,https://www.fincaraiz.com.co/lote-en-venta/10853743,,
Casa,venta,Usado,"Santa ana, Duitama, Boyaca",Santa ana,300.00  m2 m²,5,6,$850.000.000,3,9 a 15 años,,,"Espectacular cabaña, apta para negocio, son tres construcciones independientes.",,10103180,Rafael EduardoCubides R,https://www.fincaraiz.com.co/casa-en-venta/10103180,,
Apartamento,venta,Usado,"Centro, Duitama, Boyaca","Centro, El carmen",50.00  m2 m²,2,2,$180.000.000,3,1 a 8 años,,", Barra estilo americano, , Calentador, , Citófono, , Cocina Integral, , Depósito / Bodega, , Instalación de gas, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Comercial, , Zona de lavandería, Descripción, Consta de 2 habitaciones con closets amplios; una con baño privado; salacomedor; cocina integral, con mesón auxiliar en granito y 4 sillas graduables; espacio pequeño con puerta para guardar implementos de aseo; patio de ropas con claraboya, lavadero en fibra; calentador a gas; 3 ventanas con black out; pisos de habitaciones en madera laminada; pisos de salacomedor y pasillo en porcelanato; pisos de baños en cerámica; el sistema de ingreso al edificio es con video portero, está ubicado a 3 minutos de la plaza de los libertadores., Código Fincaraíz:, 192243102, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Consta de 2 habitaciones con closets amplios; una con baño privado; salacomedor; cocina integral, con mesón auxiliar en granito y 4 sillas graduables; espacio pequeño con puerta para guardar implementos de aseo; patio de ropas con claraboya, lavadero en fibra; calentador a gas; 3 ventanas con black out; pisos de habitaciones en madera laminada; pisos de salacomedor y pasillo en porcelanato; pisos de baños en cerámica; el sistema de ingreso al edificio es con video portero, está ubicado a 3 minutos de la plaza de los libertadores.",,192243102,David Castellanos,https://www.fincaraiz.com.co/apartamento-en-venta/192243102,,
Casa,venta,Usado,"La pradera, Duitama, Boyaca",La pradera,350.00  m2 m²,5,5,$1.390.000.000,3,menor a 1 año,5 Habs.,,"Magnífica casa Moderna,  Nueva, Lujosa, Semi Campestre, en Condominio,  lote de 1230 mts,  con Zona BBQ, Estufa Leña, Asador, Espacio Hamacas,  Zona de Lavado, Zona Secado,  Amplia Sala Comedor con Chimenea a Gas Natural,  Cocina Integral con Lavavajillas,  Árboles Frutales, Huerta, Zonas Verdes, Kiosko, Vías Adoquinadas, Sendero Ecológico,  a sólo 10 minutos del Centro,  rodeada de Naturaleza,",,10043465,OVEIMAR,https://www.fincaraiz.com.co/casa-en-venta/10043465,,
Casa,venta,Usado,"La perla, Duitama, Boyaca",La perla,210.00  m2 m²,4,3,$440.000.000,3,menor a 1 año,,", Balcón, , Barra estilo americano, , Baño Auxiliar, , Calentador, , Cocina Integral, , Cocina tipo Americano, , Estudio, , Hall de Alcobas, , Instalación de gas, , Parques cercanos, , Patio, , Piso en Baldosa /  Mármol","¡Descubre esta espectacular casa de 3 niveles en venta! En el primer piso, encontrarás una acogedora sala, un amplio comedor y una moderna cocina tipo americano, equipada con los mejores electrodomésticos y acabados de alta calidad. Además, cuenta con un práctico patio de ropas, un garaje con puerta electrónica para tu comodidad y seguridad, y un baño social para tus visitas.",,10861310,Rafael EduardoCubides R,https://www.fincaraiz.com.co/casa-en-venta/10861310,,
Lote,venta,Usado,"Los alpes, Duitama, Boyaca","Los alpes, Camilo torres, Simon bolivar",¡Pregúntale! m²,¡Pregúntale!,¡Pregúntale!,$350.000.000,2,9 a 15 años,Ubicación,,espectacular lote esquinero en la ciudad de duitama 370 metros cuadrados.escritura pública impuestos al día.inf3108165080,,10440821,andres felipe,https://www.fincaraiz.com.co/lote-en-venta/10440821,,
Casa,venta,Usado,"Tocogua, Duitama, Boyaca","Las lajas, La alameda, Tocogua",151.00  m2 m²,4,3,$575.000.000,2,menor a 1 año,4 Habs.,,Se venden espectaculares casas tipo campestre junto a la atracción turística mas hermosa del departamento. El pueblito Boyacense.,,10432085,JimenaCepeda,https://www.fincaraiz.com.co/casa-en-venta/10432085,,
,,Nuevo,,,,,,$,,,,,,,,,https://www.fincaraiz.com.co/apartamento-en-venta/1917965147,,
Lote,venta,Usado,"San carlos, Duitama, Boyaca",San carlos,4.50  m2 m²,¡Pregúntale!,¡Pregúntale!,$980.000.000,3,¡Pregúntale!,,", Lote Vacio, Descripción, ¡Oportunidad única en Duitama!, Lote esquinero de 4.505 m² ubicado en el Barrio San Carlos, con tres frentes (56 metros de frente y 90-89 metros de fondo). Perfecto para proyectos de urbanización, con uso de suelo para hasta 7 pisos. Estrato 3.",¡Oportunidad única en Duitama!,,192132421,Fayzuli ValderramaValderrama,https://www.fincaraiz.com.co/lote-en-venta/192132421,,
Lote,venta,Usado,"Las lajas, Duitama, Boyaca","Las lajas, La alameda, Tocogua",187.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$175.000.000,1,1 a 8 años,,,"Excelente oportunidad, venta de lote al frente del pueblito boyacense de 187mts.",,10853626,Daniel Alvarado,https://www.fincaraiz.com.co/lote-en-venta/10853626,,
Apartamento,venta,Usado,"Santander, Duitama, Boyaca","Santander, Sirata, Manzanares",170.00  m2 m²,3,3,$590.000.000,3,1 a 8 años,3 Habs.,", Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Circuito cerrado de TV, , Citófono, , Instalación de gas, , Patio, , PentHouse, , Planta Eléctrica, , Portería / Recepción, , Salón Comunal","Espectacular Penthouse, piso 7 con ascensor, 3 habitaciones con closet, la principal con doble vestier, encortinado y con blackout,  3 baños, amplia salacomedorcon punto de gas para chimenea, 45 m2 libres distribuidos en 4 terrazas con espectacular vista 360°, la habitación principal con acceso a 2 terrazas independientes, estudio para dos escritorios, cocina amplia con doble mesón, lavavajillas, alacena, sala TV con acceso a terraza, puntos de gas para BBQ en terraza de la sala, patio de ropas independiente cubierto con policarbonato, parqueadero doble de 30 m2, depósito con piso laminado de 1.96 m2, video vigilancia 24 horas, cerca perimetral, salón social, estrato 3, zona de altísima. valorización, cerca a colegios y supermercados, fácil transporte público, zona alta de la ciudad, sin riesgos de inundaciones, iluminación y ventilación natural en todo el apartamento, Videoportero, cámaras de seguridad en cada piso.",,10870430,DiegoCarvajal,https://www.fincaraiz.com.co/apartamento-en-venta/10870430,,
Finca,,Usado,"Centro, Duitama, Boyaca","Centro, Solano, Salesiano",143.00  m2 m²,¡Pregúntale!,¡Pregúntale!,$,4,9 a 15 años,143,", Ascensor, , Circuito cerrado de TV, , En centro Comercial, , Parqueadero Visitantes, , Vigilancia privada 24*7, , Zona Comercial, , Zona Residencial, Descripción, Local de 143 m2 con terraza, ubicado en el centro comercial In-novo Plaza, en Duitama, que es uno de los centros comerciales más grandes de la región, es punto de entretenimiento con oferta de locales comerciales y oficinas. Hace parte de un gran proyecto urbano de vivienda, comercio, hotelería y turismo., Con una excelente vista, por estar ubicado en el tercer piso del centro comercial, es tranquilo, con excelente ventilación e iluminado, Tiene bastantes opciones de uso: Centro medico, Spa, laboratorio, centro veterinario, oficinas, gimnasio, Restaurante, bar, etc, Código Fincaraíz:, 191706805, Consultar, Remax Conecta, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Local de 143 m2 con terraza, ubicado en el centro comercial In-novo Plaza, en Duitama, que es uno de los centros comerciales más grandes de la región, es punto de entretenimiento con oferta de locales comerciales y oficinas. Hace parte de un gran proyecto urbano de vivienda, comercio, hotelería y turismo.",,191706805,Remax Conecta,https://www.fincaraiz.com.co/local-en-arriendo/191706805,,
Apartamento,,Usado,"Duitama, Boyaca","Arauquita, La floresta, San francisco",55.00  m2 m²,3,2,$,3,¡Pregúntale!,,", Colegios / Universidades, , En conjunto cerrado, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona de lavandería, , Zona Residencial, , Zonas Verdes, Descripción, ✅ ARRIENDO LINDO APARTAMENTO EN DUITAMA, ✳️ Te presentamos este apatamento ubicado en Conjunto Pativilca Duitama., ⭕️ CARACTERISTICAS, ✔️ 3 habitaciones con closet, ✔️ 2 baños, ✔️ Sala comedor con buena iluminacion, ✔️ Cocina semi integral, ✔️ Zona de lavado, ✔️ No incluye parqueadero, ⭐️ Aprovecha esta excelente alternativa de vivir con buena comodidad, ubicacion y  valor accesible para tu familia., ☑️ Vivienda lista para mudarse, ☎️ Contactanos para darte mas información y agendar una visita., Código Fincaraíz:, 192260516, Consultar, Nobilis SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros",✅ ARRIENDO LINDO APARTAMENTO EN DUITAMA,,192260516,Nobilis SAS,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-duitama/192260516,,
Finca,,Usado,"San juan bosco, Duitama, Boyaca",San juan bosco,16.00  m2 m²,1,1,$,3,1 a 8 años,"una sola persona, preferible dama ordenada con sentido de responsabilidad.",", Amoblado, , Ascensor, , Balcón, , Barra estilo americano, , Calentador, , Circuito cerrado de TV, , Colegios / Universidades, , Despensa, , Instalación de gas, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vista panorámica","Arriendo habitación amoblada, cerca de la UPTC en edificio moderno, todo incluido, servicios agua, luz, gas, internet, televisión, administración, cocina equipada, lavadora, habitación con cama, escritorio y closets amplios.",,191575774,3M Grupo Innmobiliario,https://www.fincaraiz.com.co/habitacion-en-arriendo/191575774,,
Finca,,Usado,"Centro, Duitama, Boyaca",Colombia,22.00  m2 m²,¡Pregúntale!,4,$,4,menor a 1 año,4,", Aire Acondicionado, , Sobre vía principal, , Zona Comercial, Descripción, Se ARRIENDAN Locales Comerciales NUEVOS en primer piso, en excelente Ubicación,  en el CENTRO de Cali,  sobre la calle 13 y Cra 4 Edificio CARVAJAL junto a la estación del Mío, cuenta con administración, aire acondicionado central, circuito cerrado de televisión, conexiones eléctricas a 110V, baños.  Excelentes acabados. .  Opcion de Parqueadero en el Edificio Valor Adicional $ 225 MIL mes.  Valor Local Arrendamieno+IVA+Adm    Inf 6024852828  3107644912, Código Fincaraíz:, 192164030, Consultar, Comercio Inmobiliario.com - Cali, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Se ARRIENDAN Locales Comerciales NUEVOS en primer piso, en excelente Ubicación,  en el CENTRO de Cali,  sobre la calle 13 y Cra 4 Edificio CARVAJAL junto a la estación del Mío, cuenta con administración, aire acondicionado central, circuito cerrado de televisión, conexiones eléctricas a 110V, baños.  Excelentes acabados. .  Opcion de Parqueadero en el Edificio Valor Adicional $ 225 MIL mes.  Valor Local Arrendamieno+IVA+Adm    Inf 6024852828  3107644912",,192164030,Comercio Inmobiliario.com - Cali,https://www.fincaraiz.com.co/local-en-arriendo/192164030,,
Finca,,Usado,"Centro, Duitama, Boyaca",Centro,49.00  m2 m²,1,1,$,4,1 a 8 años,,", Ascensor, , Cómodas vias de acceso, , Piso en Alfombra, , Portería / Recepción, , Puerta de seguridad, , Servicios Públicos, , Sobre vía principal, , Ubicada en edificio, , Zona Comercial, Descripción, Oficina en la Plaza de Los Libertadores situada en el piso bajo del Edificio RCN, tiene un área de 49 metros cuadrados, cuenta con 5 espacios adaptables a un 1 solo espacio y puede ser usada como bodega. Tiene un baño privado. En una pared lateral está localizada una biblioteca amplia., Seguridad veinticuatro horas. El Edificio cuenta con dos Entidades Financieras. Valor del arriendo negociable., Código Fincaraíz:, 10862569, Consultar, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Oficina en la Plaza de Los Libertadores situada en el piso bajo del Edificio RCN, tiene un área de 49 metros cuadrados, cuenta con 5 espacios adaptables a un 1 solo espacio y puede ser usada como bodega. Tiene un baño privado. En una pared lateral está localizada una biblioteca amplia.",,10862569,OscarBoada,https://www.fincaraiz.com.co/oficina-en-arriendo/10862569,,
Finca,,Usado,"Solano, Duitama, Boyaca","Solano, Salesiano",5.00  m2 m²,1,¡Pregúntale!,$,4,1 a 8 años,Info 3214751479 - 3176489220,", Ascensor, , Baños Públicos, , Circuito cerrado de TV, , En centro Comercial, , Local Interior, , Mezzanine, , Pasaje Comercial, , Planta Eléctrica, , Sobre vía principal, , Sobre vía secundaria, , Vigilancia 24x7, , Zona Comercial","Arriendo Local 1-47 Pasaje Comercial Solano, excelente ubicación al costado de una de las entradas principales, posee fachadas por los frentes interno y externo y fachada de costado (local esquinero), tiene 2 niveles com acceso interno por escalera.",,10879247,Alejandro BecerraBecerra Gomez,https://www.fincaraiz.com.co/local-en-arriendo/10879247,,
