tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Apartamento,venta,Usado,Duitama,Centro,77,3,2,260000000,3,8,,", Zona Residencial, Descripción, Apartamento  como nuevo con parqueadero. Ubicado en el sector Sevilla cerca al nuevo terminal y a la vía sogamoso con excelentes terminados y distribución Consta de 3 habitaciones con clóset, sala comedor,cocina integral,zona de lavado,2 baños y parqueadero. El edificio cuenta con ascensor, gym y salon social con una vista 360° de lujo  a la ciudad., Código Fincaraíz:, 192332746, Consultar, NC INTERNATIONAL BUSINESS SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Apartamento  como nuevo con parqueadero. Ubicado en el sector Sevilla cerca al nuevo terminal y a la vía sogamoso con excelentes terminados y distribución Consta de 3 habitaciones con clóset, sala comedor,cocina integral,zona de lavado,2 baños y parqueadero. El edificio cuenta con ascensor, gym y salon social con una vista 360° de lujo  a la ciudad.",,192332746,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192332746,,,5.8287115,-73.0345931
Apartamento,venta,Usado,Duitama,Centro,190,5,3,490000000,4,30,5 Habs.,", Ascensor, , Citófono, , Cuarto de servicio, , Garaje(s), , PentHouse, , Portería / Recepción, , Vigilancia, , Vista panorámica, Descripción, Maravilloso  pent-house, te encantara su espectacular distribución, su grandiosa iluminación que lo caracteriza y su hermosa vista, esta ubicado en el  edificio Horizonte a solo 3 cuadras del parque principal, consta de 5 alcobas, 3 baños, sala, comedor,  cocina integral con torre de hornos, zona de ropas, garaje amplio y una sensacional terraza de 33m2, el edificio cuenta con ascensor, vigilancia privada y portería., Código Fincaraíz:, 10919089, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Maravilloso  pent-house, te encantara su espectacular distribución, su grandiosa iluminación que lo caracteriza y su hermosa vista, esta ubicado en el  edificio Horizonte a solo 3 cuadras del parque principal, consta de 5 alcobas, 3 baños, sala, comedor,  cocina integral con torre de hornos, zona de ropas, garaje amplio y una sensacional terraza de 33m2, el edificio cuenta con ascensor, vigilancia privada y portería.",,10919089,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/10919089,,,5.8287115,-73.0345931
Casa,venta,Usado,Duitama,,195,4,2,535000000,3,30,,", Chimenea, , Garaje(s), , Instalación de gas, , Jardín, , Piso en Baldosa /  Mármol, , Sobre vía principal, , Trans. Público cercano, , Zona Campestre, , Zona de lavandería, , Zonas Verdes, Descripción, Excelente oportunidad. Casa quinta de descanso tipo Colonial, con lote con frutales y ornamentales., La casa está dotada de cortinas livianas en la cocina y livianas y pesadas en área social y privada; rejas interiores y exteriores en todas las ventanas, pileta en el patio central cubierto con marquesina, patio de ropas cubierto con estufa de carbón y cocina cerrada con estufa de gas., baños enchapados y con divisiones acrílicas en área de ducha. Posee gas natural., Todo el perímetro está cercado en tapia pisada y piedra con teja de barro. Posee Pileta exterior y servidumbre de agua., El predio posee arboles frutales, mayormente ciruelos, feijoa y brevas., Posibilidad de negociar el menaje básico.","Excelente oportunidad. Casa quinta de descanso tipo Colonial, con lote con frutales y ornamentales.",,10552234,KALOS INMOBILIARIA SAS,https://www.fincaraiz.com.co/casa-lote-en-venta/10552234,,,,
Casa,venta,Usado,Duitama,La Pradera,450,5,6,1850000000,3,8,5 Habs.,", Balcón, , Calentador, , Canchas Deportivas, , Chimenea, , Closet, , Cocina Equipada, , Instalación de gas, , Piso en Baldosa /  Mármol, , Tanques de Agua, , Terraza, , Trans. Público cercano, , Vista panorámica",Venta de Casa Campestre en Duitama - Atos Inmobiliaria,,191272847,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-campestre-en-venta/191272847,,,5.8780138,-73.0377664
Casa,venta,Usado,Duitama,Surba,232,4,4,450000000,4,1,,", Calentador, , Citófono, , Closet, , Cocina Integral, , Piso de alta resistencia, , Tanques de Agua, , Vista panorámica, , Zona de BBQ, , Zona Residencial, Descripción, ¡Descubre tu nuevo hogar en el proyecto de viviendas nuevas que Atos Inmobiliaria tiene para ti! Ubicado en la hermosa vereda de la Trinidad, en Duitama, este proyecto te ofrece la oportunidad de vivir en un entorno tranquilo y lleno de comodidades. Consta de 6 casas de dos niveles, diseñadas con atención a cada detalle. ¡No te quedes sin la tuya!","¡Descubre tu nuevo hogar en el proyecto de viviendas nuevas que Atos Inmobiliaria tiene para ti! Ubicado en la hermosa vereda de la Trinidad, en Duitama, este proyecto te ofrece la oportunidad de vivir en un entorno tranquilo y lleno de comodidades. Consta de 6 casas de dos niveles, diseñadas con atención a cada detalle. ¡No te quedes sin la tuya!",,191273549,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191273549,,,5.8413134,-73.0782305
Lote,venta,Usado,Duitama,Boyacá,2996,0,0,1210000000,3,1,,,Atos Inmobiliaria Vende Lote en Duitama,,191499379,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191499379,,,5.8243156,-73.0356827
Apartamento,venta,Usado,Duitama,Centro,112,4,3,390000000,4,30,4 Habs.,,"Apartamento en Venta, Duitama",,191273565,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273565,,,5.8287115,-73.0345931
Finca,venta,Usado,Duitama,Centro,143,0,0,480000000,4,15,143,", Ascensor, , Circuito cerrado de TV, , En centro Comercial, , Parqueadero Visitantes, , Vigilancia privada 24*7, , Zona Comercial, , Zona Residencial, Descripción, ¡Oportunidad única en el corazón de Duitama! Presentamos este excepcional local comercial en venta, estratégicamente ubicado en el reconocido centro c. INNOVO PLAZA. Con una superficie de 143 m2. El cc ofrece un diseño moderno perfecto para inversores y emprendedores que buscan maximizar su negocio en una ubicación frecuentada y con alto tráfico peatonal. Construido en 2010, cuenta con los servicios de gas natural, agua y electricidad. Disfrute de la conveniencia de tener una amplia variedad de comercios cercanos y la ventaja de un espacio de estacionamiento exclusivo, un lujo en esta zona privilegiada de Boyacá. Situado en el tercer piso del edificio, este local es una apuesta segura para quienes buscan un lugar destacado y prometedor en el mercado. No deje pasar esta oportunidad de adquirir un local comercial que combina ubicación estratégica y un entorno dinámico ideal para su negocio. Contáctenos para más información., Código Fincaraíz:, 191687536, Consultar, Remax Conecta, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","¡Oportunidad única en el corazón de Duitama! Presentamos este excepcional local comercial en venta, estratégicamente ubicado en el reconocido centro c. INNOVO PLAZA. Con una superficie de 143 m2. El cc ofrece un diseño moderno perfecto para inversores y emprendedores que buscan maximizar su negocio en una ubicación frecuentada y con alto tráfico peatonal. Construido en 2010, cuenta con los servicios de gas natural, agua y electricidad. Disfrute de la conveniencia de tener una amplia variedad de comercios cercanos y la ventaja de un espacio de estacionamiento exclusivo, un lujo en esta zona privilegiada de Boyacá. Situado en el tercer piso del edificio, este local es una apuesta segura para quienes buscan un lugar destacado y prometedor en el mercado. No deje pasar esta oportunidad de adquirir un local comercial que combina ubicación estratégica y un entorno dinámico ideal para su negocio. Contáctenos para más información.",,191687536,Remax Conecta,https://www.fincaraiz.com.co/local-en-venta/191687536,,,5.8287115,-73.0345931
Apartamento,venta,Usado,Duitama,Centro,230,5,3,490000000,4,30,,,Descubra su hogar en las nubes en este hermoso penthouse de ensueño en la mejor ubicación de Duitama.,,191273606,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273606,,,5.8287115,-73.0345931
Lote,venta,Usado,Duitama,Bochica,465,0,0,420000000,3,30,,", Lote Vacio, , Servicios Públicos, , Vista panorámica, , Área Urbana, Descripción, EXCELENTE LOTE BIEN UBICADO PARA PROYECTO DE VIVIENDA HASTA 5 PISOS O USO COMERCIAL, INSTITUCIONAL, TIPO I Y II, Código Fincaraíz:, 10734591, Consultar, Insignia Alianza Inmobiliaria Ltda, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","EXCELENTE LOTE BIEN UBICADO PARA PROYECTO DE VIVIENDA HASTA 5 PISOS O USO COMERCIAL, INSTITUCIONAL, TIPO I Y II",,10734591,Insignia Alianza Inmobiliaria Ltda,https://www.fincaraiz.com.co/lote-en-venta/10734591,,,5.8142504,-73.0294640
Apartamento,venta,Usado,Duitama,Centro,93,3,2,330000000,4,30,,,"Atos Inmobiliaria presenta en venta un amplio apartamento en el corazón de la ciudad de Duitama. Con una distribución funcional y cómoda, este apartamento consta de 3 habitaciones, 2 baños completos y una cocina integral bien equipada que hace que la preparación de alimentos sea conveniente. Además, ofrece un cuarto de ropas, estudio y un área de entretenimiento con bar.",,191273130,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273130,,,5.8287115,-73.0345931
Casa,venta,Usado,Tunja,Centro,100,5,2,280000000,2,8,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Closet, , Cocina Equipada, , Colegios / Universidades, , Instalación de gas, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Vista panorámica, , Vivienda Bifamiliar, , Zona de lavandería","Código: 9025FR143 Excelente oportunidad de adquirir casa con dos apartamentos totalmente independientes a pocas cuadras del centro de la ciudad de Tunja, con fácil acceso de transporte público; el apartamento del primer piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor y zona de lavandería, el apartamento del segundo piso consta de dos habitaciones con closet, baño, cocina equipada, sala-comedor, altillo con una habitación con closet y zona de lavandería, cada apartamento cuenta con los servicios públicos de agua, luz y gas natural independientes al igual que las entradas a cada uno.",,192309689,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192309689,,,5.5521632,-73.3567425
Lote,venta,Usado,Duitama,Centro,400,0,0,290000000,2,30,,", Cerca a sector comercial, , Con Vivienda, , Esquinero, , Lote Vacio, , Servicios Públicos, , Área Urbana, Descripción, Lote de 400 M2 en Duitama, Boyacá.  Barrio La Perla. Zona en gran expansión. A 10 minutos del nuevo terminal de transporte. Cuenta con servicios de agua y luz.","Lote de 400 M2 en Duitama, Boyacá.  Barrio La Perla. Zona en gran expansión. A 10 minutos del nuevo terminal de transporte. Cuenta con servicios de agua y luz.",,192021379,OLGA LUCIA SALAMANCA,https://www.fincaraiz.com.co/lote-en-venta/192021379,,,5.8287115,-73.0345931
Casa,venta,Usado,Duitama,Divino Niño,176,9,3,340000000,2,30,,", Baño Auxiliar, , Cocina Integral, , Despensa, , Instalación de gas, , Parques cercanos, , Patio, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vivienda Multifamiliar, , Zona de lavandería, , Zona Residencial, Descripción, Casa en venta de 3 pisos, cada uno diseñado como un apartamento independiente, ofreciendo privacidad y comodidad, ideal para quienes buscan una inversión segura y rentable. Ubicada en un sector tranquilo, esta propiedad se encuentra a pocos pasos de la avenida principal, lo que garantiza fácil acceso a comercios, servicios y transporte público.","Casa en venta de 3 pisos, cada uno diseñado como un apartamento independiente, ofreciendo privacidad y comodidad, ideal para quienes buscan una inversión segura y rentable. Ubicada en un sector tranquilo, esta propiedad se encuentra a pocos pasos de la avenida principal, lo que garantiza fácil acceso a comercios, servicios y transporte público.",,192171332,BELLAVISTA INMOBILIARIA,https://www.fincaraiz.com.co/casa-en-venta/192171332,,,5.8288420,-73.0431664
Apartamento,venta,Usado,Duitama,La Floresta,48,2,2,210000000,3,8,,,"Atos tiene disponible para la venta un apartamento en Duitama, que se encuentra cerca de la antigua plaza de mercado. Este apartamento cuenta con dos habitaciones y dos baños, además de una sala comedor y una cocina integral con un mesón grande en mármol y acabados de lujo.",,191273680,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273680,,,5.8170797,-73.0318245
Casa,venta,Usado,Duitama,Centro,440,1,6,1600000000,4,30,,", Cerca centro comercial, , Cocineta, , Patio, , Vista panorámica, , Zona Comercial, Descripción, Casa para uso de oficinas, EPS, consultorios o comercial, en Solano, Duitama para venta. Esta distribuida por niveles, cuenta dos salas amplias, seis baños, trece consultorios, bodega, patio amplio y rampa de acceso. Sótano, semisótano, dos patios y dos garajes. Excelente sector de Boyacá., Código Fincaraíz:, 191264320, Consultar, Rentkasa SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Casa para uso de oficinas, EPS, consultorios o comercial, en Solano, Duitama para venta. Esta distribuida por niveles, cuenta dos salas amplias, seis baños, trece consultorios, bodega, patio amplio y rampa de acceso. Sótano, semisótano, dos patios y dos garajes. Excelente sector de Boyacá.",,191264320,Rentkasa SAS,https://www.fincaraiz.com.co/casa-en-venta/191264320,,,5.8287115,-73.0345931
Apartamento,venta,Usado,Duitama,Manzanares,100,3,2,280000000,4,8,,,"Apartamento de 100 m2, con una excelente ubicación  cerca al innovo zona de colegios sector Manzanares. Compuesto por :3 habitaciones con clóset,2 baños,Sala  con chimenea comedor independiente, cocina integral,patio de ropas,garaje cubierto  en linea para 2 carros",,192332690,NC INTERNATIONAL BUSINESS SAS,https://www.fincaraiz.com.co/apartamento-en-venta/192332690,,,5.8367038,-73.0326748
Apartamento,venta,Usado,Duitama,Centro,197,5,3,520000000,4,30,5 Habs.,", Acceso Pavimentado, , Ascensor, , Balcón, , Barra estilo americano, , Baño Auxiliar, , Baño Independiente, , Cuarto de servicio, , Depósito / Bodega, , Despensa, , Estudio, , Garaje(s), , Hall de Alcobas",? ¡Exclusivo Penthouse con la mejor vista de la ciudad! ?,,191780137,Remax Planet,https://www.fincaraiz.com.co/apartamento-en-venta/191780137,,,5.8287115,-73.0345931
Casa,venta,Usado,Duitama,La Floresta,11,0,0,600000000,3,1,11,", Cerca a sector comercial, , En conjunto cerrado, , Industrial, , Lote Vacio, , Servicios Públicos, , Sobre vía principal, , Área Urbana, Descripción, GRAN OPORTUNIDAD  LOTE  EN VENTA DUITAMA ubicado en  una  zona estratgica y de alta valoriozacion,  este  lote es ideal para construir la casa que soñaste  o el  proyecto inmobiliario. Le Vendemos  lote  con  licencia  para  proyecto de  vivienda  de  interés, bifamiliar  multifamiliar, en  Duitama,  en  el  departamento  de Cundinamarca,  de 3  a cinco  pisos   desarrollar  comercio tipo  I y II institucional  I, II industria  tipo  I zona  en  desarrollo.   apúntese  para  un  proyecto  mixto  con  grandes  expectativas. desarrolle  su  bahía  comercial  junto  con  vivienda  y  también  con  usos  múltiples  por  ser  una  zona  mixta, no deje pasar esta oportunidad , contactanos  para mayor informacion PRECIO  NEGOCIABLE  DEPENDE  LA  FORMA  DE PAGO., Código Fincaraíz:, 10756817, Consultar, NUESTRA CASA INMOBILIARIA, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","GRAN OPORTUNIDAD  LOTE  EN VENTA DUITAMA ubicado en  una  zona estratgica y de alta valoriozacion,  este  lote es ideal para construir la casa que soñaste  o el  proyecto inmobiliario. Le Vendemos  lote  con  licencia  para  proyecto de  vivienda  de  interés, bifamiliar  multifamiliar, en  Duitama,  en  el  departamento  de Cundinamarca,  de 3  a cinco  pisos   desarrollar  comercio tipo  I y II institucional  I, II industria  tipo  I zona  en  desarrollo.   apúntese  para  un  proyecto  mixto  con  grandes  expectativas. desarrolle  su  bahía  comercial  junto  con  vivienda  y  también  con  usos  múltiples  por  ser  una  zona  mixta, no deje pasar esta oportunidad , contactanos  para mayor informacion PRECIO  NEGOCIABLE  DEPENDE  LA  FORMA  DE PAGO.",,10756817,NUESTRA CASA INMOBILIARIA,https://www.fincaraiz.com.co/lote-en-venta/10756817,,,5.8170797,-73.0318245
Apartamento,venta,Usado,Duitama,Villa Rousse,35,1,1,92000000,3,15,,,"Encantador apartaestudio en venta en Duitama, a solo unos pasos del sector Sauzalito y del hospital. Disfruta de una vida cómoda y conveniente en este acogedor espacio, con una hermosa sala comedor, una amplia alcoba, un moderno baño y una funcional cocina integral. Además, cuenta con una práctica zona de ropas para mayor comodidad. ¡No dejes pasar esta increíble oportunidad de tener tu propio hogar en una ubicación inmejorable",,191273193,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191273193,,,5.8081155,-73.0321502
Casa,venta,Usado,Duitama,Centro,289,5,2,850000000,2,15,,", Calentador, , Cerca a sector comercial, , Closet, , Cocina Integral, , Colegios / Universidades, , Cómodas vias de acceso, , Seguridad, , Servicios Públicos, , Supermercados / C.Comerciales, , Todos los Servicios, , Trans. Público cercano, , Ventilación Natural","Casa lote con buenos espacios e iluminación ,tiene a su alrededor hermoso paisajes ,finca queda en la vereda Puente de Piedra municipio de Ventaquemada Boyaca y cuenta con tres acueductos veredales, tiene gas domicilio, una casa grande en perfecto estado una vía carreteable, en la parte baja pasa un riachuelo, apta para la siembra de papa, zanahoria, remolacha, maíz, cuenta con tres reservorios para riego.gran oportunidad agende su cita. 90-72720",,192170765,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/finca-en-venta/192170765,,,5.8287115,-73.0345931
Lote,venta,Usado,Duitama,Centro,1171600,0,0,5908000000,3,30,,", Alcantarillado, , Cerca centro comercial, , Seguridad, , Servicios Públicos, , Trans. Público cercano, , Zona Comercial, , Árboles frutales, , Área Rural, Descripción, Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423, Código Fincaraíz:, 191285361, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Espectacular Lote con magnifica vista y cerca a la vía principal,rodeada de naturaleza ,oportunidad de inversión 90-70423",,191285361,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191285361,,,5.8287115,-73.0345931
Casa,venta,Usado,Duitama,Camilo Torres,160,4,4,350000000,3,8,4 Habs.,", Acceso Pavimentado, , Asador, , Balcón, , Baño Auxiliar, , Baño Independiente, , Cerca de Zona Urbana, , En conjunto cerrado, , Estudio, , Garaje(s), , Parques cercanos, , Piso en Baldosa /  Mármol, , Terraza","Código: 898FR9031 Excelente oportunidad de adquirir casa nueva en un conjunto cerrado de la ciudad de Duitama con fácil acceso de transporte público; cerca de la iglesia San Cayetano y colegios, la casa consta de cuatro alcobas con closet, la habitación principal con vestier y baño privado, tres baños sociales, zona de estudio, sala de estar, amplia terraza cubierta, cocina integral, sala-comedor, amplio patio de ropa y garaje.",,192273085,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-duitama/192273085,,,5.8148110,-73.0193684
Lote,venta,Usado,Duitama,Centro,1024,0,0,1003520000,3,30,,", Cerca a sector comercial, , Cómodas vias de acceso, , Dotado, , Servicios Públicos, , Trans. Público cercano, , Zona Residencial, Descripción, Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191, Código Fincaraíz:, 191297743, Consultar, Inmobiliare Julio Corredor, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Excelente predio ubicado en la ciudad de Duitama, Boyacá. a dos cuadras de la vía principal de fácil acceso y ubicado en barrio con proyectos de construcción urbana. 90-69191",,191297743,Inmobiliare Julio Corredor,https://www.fincaraiz.com.co/lote-en-venta/191297743,,,5.8287115,-73.0345931
Lote,venta,Usado,Duitama,San Fernando,560,0,0,220000000,2,8,,,"Venta de Lote en Duitama, Barrio San Fernando: Ideal para Desarrollo",,191273490,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/lote-en-venta/191273490,,,5.8176679,-73.0365681
Casa,venta,Usado,Duitama,Libertador,300,0,0,320000000,2,1,,,"Lote de 15 metros de frente por 20 metros de fondo, se podría iniciar dos Proyectos dividir en dos para construir dos Casas cada una con area de 150 metros de terreno y el otro proyecto se puede hacer un edificio hasta de 8 pisos de varios Tamaño de area de apto, el suelo es rocosos lo que ayuda que la estructura sea muy buena para construir le proyecto de sus sueños",,192140786,Alejandro,https://www.fincaraiz.com.co/lote-en-venta/192140786,,,5.8399955,-73.0347920
